train_loss,val_loss
1.905960589647293091e-01,1.784685701131820679e-01
1.836798191070556641e-01,1.861002147197723389e-01
1.795088574290275574e-01,1.813359409570693970e-01
1.806213259696960449e-01,1.797982305288314819e-01
1.766599714756011963e-01,1.701503396034240723e-01
1.841343417763710022e-01,1.834471374750137329e-01
1.808191090822219849e-01,1.613639891147613525e-01
1.696168109774589539e-01,1.864558458328247070e-01
1.722028031945228577e-01,1.765688061714172363e-01
1.701904609799385071e-01,1.588264405727386475e-01
1.716563180088996887e-01,1.534084081649780273e-01
1.636395305395126343e-01,1.599571704864501953e-01
1.557839587330818176e-01,1.632154583930969238e-01
1.534172147512435913e-01,1.574938148260116577e-01
1.574115678668022156e-01,1.402176022529602051e-01
1.541641652584075928e-01,1.509219855070114136e-01
1.548909097909927368e-01,1.485105007886886597e-01
1.500367596745491028e-01,1.410174667835235596e-01
1.554044783115386963e-01,1.530232280492782593e-01
1.529041677713394165e-01,1.673979908227920532e-01
1.522361114621162415e-01,1.435374766588211060e-01
1.462792307138442993e-01,1.539382636547088623e-01
1.452357470989227295e-01,1.607889682054519653e-01
1.468575522303581238e-01,1.370267122983932495e-01
1.430787593126296997e-01,1.535367965698242188e-01
1.483882144093513489e-01,1.527666002511978149e-01
1.491159349679946899e-01,1.444039493799209595e-01
1.441146358847618103e-01,1.457302570343017578e-01
1.506009697914123535e-01,1.528334915637969971e-01
1.527931764721870422e-01,1.396619677543640137e-01
1.455568671226501465e-01,1.380167007446289062e-01
1.428695619106292725e-01,1.431800276041030884e-01
1.395838335156440735e-01,1.520741581916809082e-01
1.500667110085487366e-01,1.471565216779708862e-01
1.398025751113891602e-01,1.508224904537200928e-01
1.400942355394363403e-01,1.360810399055480957e-01
1.434297040104866028e-01,1.473149359226226807e-01
1.427853181958198547e-01,1.460083872079849243e-01
1.443577930331230164e-01,1.395756304264068604e-01
1.474815830588340759e-01,1.573387235403060913e-01
1.399781405925750732e-01,1.505562365055084229e-01
1.427824199199676514e-01,1.397377252578735352e-01
1.469021737575531006e-01,1.496893912553787231e-01
1.476202160120010376e-01,1.462551206350326538e-01
1.400233134627342224e-01,1.309313774108886719e-01
1.424615308642387390e-01,1.470428407192230225e-01
1.423071324825286865e-01,1.322550624608993530e-01
1.446230486035346985e-01,1.419355571269989014e-01
1.442739292979240417e-01,1.473619043827056885e-01
1.462525576353073120e-01,1.534297019243240356e-01
1.430846899747848511e-01,1.422896683216094971e-01
1.389314755797386169e-01,1.430457383394241333e-01
1.439052373170852661e-01,1.591691672801971436e-01
1.394679471850395203e-01,1.387780904769897461e-01
1.377144604921340942e-01,1.381690055131912231e-01
1.392077356576919556e-01,1.315242201089859009e-01
1.408917233347892761e-01,1.496452391147613525e-01
1.400736719369888306e-01,1.587832123041152954e-01
1.446632966399192810e-01,1.442374438047409058e-01
1.445970386266708374e-01,1.399026364088058472e-01
1.462798193097114563e-01,1.440306752920150757e-01
1.468002200126647949e-01,1.381698250770568848e-01
1.399390250444412231e-01,1.351852566003799438e-01
1.382528170943260193e-01,1.361004710197448730e-01
1.386395543813705444e-01,1.468394398689270020e-01
1.423033103346824646e-01,1.451813876628875732e-01
1.450416967272758484e-01,1.498706638813018799e-01
1.402927041053771973e-01,1.364733278751373291e-01
1.451610624790191650e-01,1.416042000055313110e-01
1.444595605134963989e-01,1.462680399417877197e-01
1.419652476906776428e-01,1.418946236371994019e-01
1.423324421048164368e-01,1.459555178880691528e-01
1.452721282839775085e-01,1.454366445541381836e-01
1.429158970713615417e-01,1.429756730794906616e-01
1.458636447787284851e-01,1.431387811899185181e-01
1.471702754497528076e-01,1.444189101457595825e-01
1.451392173767089844e-01,1.515332311391830444e-01
1.425060555338859558e-01,1.433606296777725220e-01
1.418844461441040039e-01,1.363027989864349365e-01
1.401115208864212036e-01,1.409358531236648560e-01
1.383170858025550842e-01,1.345631927251815796e-01
1.383628547191619873e-01,1.486262977123260498e-01
1.424505785107612610e-01,1.409770995378494263e-01
1.410382688045501709e-01,1.300377547740936279e-01
1.398512497544288635e-01,1.352029293775558472e-01
1.400164514780044556e-01,1.449457108974456787e-01
1.434467509388923645e-01,1.387928426265716553e-01
1.357470676302909851e-01,1.456148177385330200e-01
1.382651254534721375e-01,1.364306956529617310e-01
1.392545253038406372e-01,1.552171111106872559e-01
1.414717063307762146e-01,1.343833655118942261e-01
1.471988111734390259e-01,1.363209486007690430e-01
1.374210193753242493e-01,1.435623317956924438e-01
1.441379263997077942e-01,1.469286382198333740e-01
1.432563289999961853e-01,1.428052037954330444e-01
1.371340900659561157e-01,1.474009752273559570e-01
1.382076963782310486e-01,1.523716598749160767e-01
1.425368413329124451e-01,1.439321041107177734e-01
1.415807455778121948e-01,1.370118111371994019e-01
1.409659907221794128e-01,1.438167244195938110e-01
1.432185322046279907e-01,1.315518170595169067e-01
1.357559487223625183e-01,1.441042870283126831e-01
1.436450928449630737e-01,1.425858587026596069e-01
1.487834230065345764e-01,1.414499133825302124e-01
1.416861042380332947e-01,1.508585363626480103e-01
1.402618288993835449e-01,1.354667693376541138e-01
1.389302313327789307e-01,1.431674510240554810e-01
1.411159858107566833e-01,1.450140178203582764e-01
1.403487995266914368e-01,1.370436400175094604e-01
1.391261667013168335e-01,1.344925910234451294e-01
1.403818801045417786e-01,1.370073109865188599e-01
1.418481767177581787e-01,1.383021920919418335e-01
1.423427537083625793e-01,1.510105729103088379e-01
1.426754221320152283e-01,1.307385861873626709e-01
1.375278234481811523e-01,1.386442631483078003e-01
1.331984400749206543e-01,1.433049142360687256e-01
1.366341412067413330e-01,1.415626555681228638e-01
1.421562507748603821e-01,1.398008912801742554e-01
1.381773948669433594e-01,1.440237909555435181e-01
1.440842673182487488e-01,1.408811956644058228e-01
1.387444809079170227e-01,1.424731910228729248e-01
1.428010910749435425e-01,1.418598741292953491e-01
1.424960941076278687e-01,1.356652379035949707e-01
1.412435770034790039e-01,1.415520906448364258e-01
1.366449147462844849e-01,1.564859300851821899e-01
1.449511572718620300e-01,1.479144394397735596e-01
1.419219002127647400e-01,1.356091350317001343e-01
1.428237482905387878e-01,1.314691603183746338e-01
1.392202600836753845e-01,1.395755559206008911e-01
1.407713070511817932e-01,1.393511742353439331e-01
1.397645175457000732e-01,1.384968012571334839e-01
1.418162435293197632e-01,1.316761374473571777e-01
1.382726430892944336e-01,1.343128532171249390e-01
1.378863826394081116e-01,1.467249244451522827e-01
1.432105526328086853e-01,1.354811787605285645e-01
1.359526738524436951e-01,1.485801339149475098e-01
1.376131102442741394e-01,1.324218213558197021e-01
1.387547776103019714e-01,1.327733695507049561e-01
1.409699916839599609e-01,1.373828500509262085e-01
1.476481780409812927e-01,1.451642811298370361e-01
1.335823461413383484e-01,1.495162546634674072e-01
1.394755989313125610e-01,1.416269093751907349e-01
1.421662792563438416e-01,1.371831893920898438e-01
1.395928859710693359e-01,1.363423168659210205e-01
1.416927427053451538e-01,1.356015652418136597e-01
1.406741291284561157e-01,1.333110183477401733e-01
1.382439211010932922e-01,1.426793485879898071e-01
1.363167315721511841e-01,1.301825642585754395e-01
1.447212994098663330e-01,1.431801468133926392e-01
1.396494954824447632e-01,1.391645222902297974e-01
1.416996046900749207e-01,1.488706618547439575e-01
1.373606324195861816e-01,1.377347558736801147e-01
1.435368135571479797e-01,1.351545304059982300e-01
1.417602598667144775e-01,1.454237401485443115e-01
1.455723419785499573e-01,1.484025716781616211e-01
1.411313861608505249e-01,1.344725638628005981e-01
1.404069736599922180e-01,1.491097062826156616e-01
1.420699656009674072e-01,1.388792693614959717e-01
1.347418352961540222e-01,1.393183618783950806e-01
1.396817937493324280e-01,1.326992511749267578e-01
1.406997963786125183e-01,1.429080069065093994e-01
1.376687884330749512e-01,1.428833603858947754e-01
1.453981250524520874e-01,1.304869204759597778e-01
1.369035914540290833e-01,1.344785988330841064e-01
1.420125365257263184e-01,1.464396268129348755e-01
1.396670490503311157e-01,1.432467252016067505e-01
1.331873908638954163e-01,1.428788602352142334e-01
1.414553374052047729e-01,1.425770968198776245e-01
1.386868730187416077e-01,1.333291828632354736e-01
1.417307928204536438e-01,1.614075005054473877e-01
1.458349153399467468e-01,1.499372571706771851e-01
1.406585127115249634e-01,1.328659057617187500e-01
