train_loss,val_loss
1.833570780498640918e-01,1.703235954046249390e-01
1.683710398418562793e-01,1.606907248497009277e-01
1.444167803440775111e-01,1.377399563789367676e-01
1.367440122578825190e-01,1.432064026594161987e-01
1.386764326265879921e-01,1.439044475555419922e-01
1.379295401275157928e-01,1.271686702966690063e-01
1.341726247753415868e-01,1.356546580791473389e-01
1.409418710640498451e-01,1.345887929201126099e-01
1.378848797508648583e-01,1.361301541328430176e-01
1.340225940304143049e-01,1.431326419115066528e-01
1.372568144329956719e-01,1.419627219438552856e-01
1.335600587938512995e-01,1.398090422153472900e-01
1.330280091081346705e-01,1.345734149217605591e-01
1.342319729072707080e-01,1.340305209159851074e-01
1.315059113715376093e-01,1.391306370496749878e-01
1.372514697057860278e-01,1.309021413326263428e-01
1.350919018898691371e-01,1.377056241035461426e-01
1.360752305814198204e-01,1.329291760921478271e-01
1.344408467411994934e-01,1.205478012561798096e-01
1.386524944433144280e-01,1.433092355728149414e-01
1.337595810847622968e-01,1.388410329818725586e-01
1.310660376080445000e-01,1.304714977741241455e-01
1.313606160027640246e-01,1.436589360237121582e-01
1.335891852421420001e-01,1.298113763332366943e-01
1.311424182994025134e-01,1.328109502792358398e-01
1.349058933556079865e-01,1.322702765464782715e-01
1.316892659025532819e-01,1.301164031028747559e-01
1.319421950195516779e-01,1.247367560863494873e-01
1.378441346543175794e-01,1.291724294424057007e-01
1.350029047046388819e-01,1.336755305528640747e-01
1.360379116875784777e-01,1.347937434911727905e-01
1.353001413600785352e-01,1.277825981378555298e-01
1.337359473109245300e-01,1.379304230213165283e-01
1.332538229014192388e-01,1.468872427940368652e-01
1.328183939414364911e-01,1.304492801427841187e-01
1.298474089375563911e-01,1.460384577512741089e-01
1.319208730544362829e-01,1.296271681785583496e-01
1.273084490426949211e-01,1.272613555192947388e-01
1.297381637351853467e-01,1.336906552314758301e-01
1.336754363562379644e-01,1.531315296888351440e-01
1.329045269106115534e-01,1.355429440736770630e-01
1.364889059747968481e-01,1.361763775348663330e-01
1.320067154509680651e-01,1.367847025394439697e-01
1.354885260973657801e-01,1.339963525533676147e-01
1.370708192033427142e-01,1.312018781900405884e-01
1.351756985698427393e-01,1.414806097745895386e-01
1.326019950211048126e-01,1.386980116367340088e-01
1.359394192695617676e-01,1.363772302865982056e-01
1.373777032962867073e-01,1.433861851692199707e-01
1.340925512569291211e-01,1.357027143239974976e-01
1.345098694520337201e-01,1.338495463132858276e-01
1.350275373884609886e-01,1.356754601001739502e-01
1.310867214841502093e-01,1.280912905931472778e-01
1.351899238569395922e-01,1.428615450859069824e-01
1.347914034766810321e-01,1.453368365764617920e-01
1.285598650574684143e-01,1.223465353250503540e-01
1.307500898838043213e-01,1.324082463979721069e-01
1.375050874693053149e-01,1.352018713951110840e-01
1.313631337668214605e-01,1.375024020671844482e-01
1.306290168847356603e-01,1.347549855709075928e-01
1.329329455537455462e-01,1.342141777276992798e-01
1.323872458721910284e-01,1.239897534251213074e-01
1.324088669248989769e-01,1.280570030212402344e-01
1.351353600621223450e-01,1.326343715190887451e-01
1.297468755926404760e-01,1.340120881795883179e-01
1.275896999452795222e-01,1.425492763519287109e-01
1.321392618119716644e-01,1.386080533266067505e-01
1.322133104716028407e-01,1.343304663896560669e-01
1.327318687524114416e-01,1.313981860876083374e-01
1.331857341740812495e-01,1.329619586467742920e-01
1.343121869223458387e-01,1.317778974771499634e-01
1.346418266849858381e-01,1.388419866561889648e-01
1.304951544318880274e-01,1.309272795915603638e-01
1.366799250245094299e-01,1.384030133485794067e-01
1.344203283744198896e-01,1.446395963430404663e-01
1.327770043696676061e-01,1.437346637248992920e-01
1.300815684454781629e-01,1.451686620712280273e-01
1.296353042125701904e-01,1.226928532123565674e-01
1.256383008190563866e-01,1.409159898757934570e-01
1.319515721074172310e-01,1.360631138086318970e-01
1.327293132032666967e-01,1.402744203805923462e-01
1.301044784486293793e-01,1.336626559495925903e-01
1.340140828064509682e-01,1.245309635996818542e-01
1.316148026713303276e-01,1.354041099548339844e-01
1.280678132815020465e-01,1.296364963054656982e-01
1.353145561047962853e-01,1.303483694791793823e-01
1.339869706758431145e-01,1.381059885025024414e-01
1.318026302116257764e-01,1.354144811630249023e-01
1.344925468521458722e-01,1.375927180051803589e-01
1.307107566722801872e-01,1.367776244878768921e-01
1.326745296163218402e-01,1.294837296009063721e-01
1.267630292900971123e-01,1.380482912063598633e-01
1.362310616033417798e-01,1.249209493398666382e-01
1.296191822205270960e-01,1.289094537496566772e-01
1.334864353494984723e-01,1.291440427303314209e-01
1.302520797720977119e-01,1.304054111242294312e-01
1.336959031011377141e-01,1.322483271360397339e-01
1.356294697948864647e-01,1.416902691125869751e-01
1.311768458357878975e-01,1.435577124357223511e-01
1.324479824730328270e-01,1.320114284753799438e-01
1.334485134908131310e-01,1.332311928272247314e-01
1.338724430118288233e-01,1.314512193202972412e-01
1.310381772262709521e-01,1.389722377061843872e-01
1.327725803213460065e-01,1.258023381233215332e-01
1.322081440261431984e-01,1.311634480953216553e-01
1.341335262571062281e-01,1.281586885452270508e-01
1.387500853410788826e-01,1.357225328683853149e-01
1.397153000746454432e-01,1.439053714275360107e-01
1.388369207935673810e-01,1.317522972822189331e-01
1.331958941050938316e-01,1.364143788814544678e-01
1.272080152162483879e-01,1.366082578897476196e-01
1.362156569957733154e-01,1.300821900367736816e-01
1.352434131715978816e-01,1.393097490072250366e-01
1.289401623819555476e-01,1.365068107843399048e-01
1.306087773825441167e-01,1.322663575410842896e-01
1.304828418152672864e-01,1.341519504785537720e-01
1.330903795148645208e-01,1.316897273063659668e-01
1.348086387983390144e-01,1.353282183408737183e-01
1.275322910930429265e-01,1.345845311880111694e-01
1.326150766440800377e-01,1.439865231513977051e-01
1.343668933425630763e-01,1.356465816497802734e-01
1.330444897924150660e-01,1.269180923700332642e-01
1.347721016832760521e-01,1.276177465915679932e-01
1.315702168004853345e-01,1.266525238752365112e-01
1.308822844709668920e-01,1.367552876472473145e-01
1.275121032127312370e-01,1.272521764039993286e-01
1.324905715882778168e-01,1.311895251274108887e-01
1.328344430242265894e-01,1.398291736841201782e-01
1.324455594377858259e-01,1.369921863079071045e-01
1.297596320509910583e-01,1.383353322744369507e-01
1.357630597693579577e-01,1.331674307584762573e-01
1.302935390600136467e-01,1.343450397253036499e-01
1.297512714351926610e-01,1.479648947715759277e-01
1.324820459953376106e-01,1.280410140752792358e-01
1.334616664264883235e-01,1.351448595523834229e-01
1.345014593430927941e-01,1.388707309961318970e-01
1.331006586551666260e-01,1.294385641813278198e-01
1.359851700919015027e-01,1.490215212106704712e-01
1.354228689202240654e-01,1.308234930038452148e-01
1.326347344688006691e-01,1.301358789205551147e-01
1.318757427590233899e-01,1.340242326259613037e-01
1.292353346943855286e-01,1.291506290435791016e-01
1.335511899420193382e-01,1.346668601036071777e-01
1.304980723985603996e-01,1.389014273881912231e-01
1.342283801308699898e-01,1.399571299552917480e-01
1.347818917461804100e-01,1.373885869979858398e-01
